address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
0056608c	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00566187	compute_odds(int,int,int,int,int)	TEST	TEST byte ptr [EBX + 0x952830],0x20	F6 83 30 28 95 00 20	2	0x8	0x952830
005661aa	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
00566220	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
00566287	compute_odds(int,int,int,int,int)	MOV	MOV BL,byte ptr [EBX + 0x952839]	8A 9B 39 28 95 00	2	0x11	0x952839
00566308	compute_odds(int,int,int,int,int)	MOV	MOV DL,byte ptr [ECX*0x4 + 0x952836]	8A 14 8D 36 28 95 00	3	0xE	0x952836
0056636b	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
005663f1	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
00566498	compute_odds(int,int,int,int,int)	MOV	MOV CL,byte ptr [EDX*0x4 + 0x952836]	8A 0C 95 36 28 95 00	3	0xE	0x952836
00566509	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
00566568	compute_odds(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
0056664d	alien_base(int,int,int)	CMP	CMP word ptr [EAX + 0x952832],0xe	66 83 B8 32 28 95 00 0E	3	0xA	0x952832
0056676e	alien_base(int,int,int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952856]	0F BF 91 56 28 95 00	3	0x2E	0x952856
00566789	alien_base(int,int,int)	MOV	MOV DL,byte ptr [ECX + 0x95284e]	8A 91 4E 28 95 00	2	0x26	0x95284E
0056683c	alien_move(int)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
00566859	alien_move(int)	MOV	MOV DX,word ptr [ESI + 0x952830]	66 8B 96 30 28 95 00	3	0x8	0x952830
0056687d	alien_move(int)	CMP	CMP word ptr [ESI + 0x952832],0xc	66 83 BE 32 28 95 00 0C	3	0xA	0x952832
00566899	alien_move(int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95282a]	0F BF 8E 2A 28 95 00	3	0x2	0x95282A
005668a0	alien_move(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952828]	0F BF 86 28 28 95 00	3	0x0	0x952828
0056694f	alien_move(int)	MOV	MOV CL,byte ptr [ESI + 0x95284d]	8A 8E 4D 28 95 00	2	0x25	0x95284D
0056695a	alien_move(int)	MOV	MOV byte ptr [ESI + 0x95284d],CL	88 8E 4D 28 95 00	2	0x25	0x95284D
00566989	alien_move(int)	CMP	CMP byte ptr [ESI + 0x95284d],0x18	80 BE 4D 28 95 00 18	2	0x25	0x95284D
00566b1b	alien_move(int)	CMP	CMP byte ptr [EAX + 0x952839],0x18	80 B8 39 28 95 00 18	2	0x11	0x952839
00566b28	alien_move(int)	MOVSX	MOVSX EDI,word ptr [EAX + 0x952844]	0F BF B8 44 28 95 00	3	0x1C	0x952844
00566b2f	alien_move(int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x95283c]	0F BF 88 3C 28 95 00	3	0x14	0x95283C
00566baf	alien_move(int)	MOV	MOV byte ptr [EBX + 0x952839],0x0	C6 83 39 28 95 00 00	2	0x11	0x952839
00566bb6	alien_move(int)	MOV	MOV EDX,dword ptr [EBX + 0x95282c]	8B 93 2C 28 95 00	2	0x4	0x95282C
00566bc3	alien_move(int)	MOV	MOV dword ptr [EBX + 0x95282c],EDX	89 93 2C 28 95 00	2	0x4	0x95282C
00566c06	alien_move(int)	MOV	MOV AX,word ptr [EAX + 0x95285a]	66 8B 80 5A 28 95 00	3	0x32	0x95285A
00566c1b	alien_move(int)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
00566c35	alien_move(int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
00566c3c	alien_move(int)	OR	OR byte ptr [EAX + 0x95284f],DL	08 90 4F 28 95 00	2	0x27	0x95284F
00566c46	alien_move(int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952858]	0F BF 88 58 28 95 00	3	0x30	0x952858
00566c70	alien_move(int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
00566c7a	alien_move(int)	MOV	MOV AX,word ptr [ESI + 0x952830]	66 8B 86 30 28 95 00	3	0x8	0x952830
00566c8c	alien_move(int)	MOV	MOV AL,byte ptr [ESI + 0x95284f]	8A 86 4F 28 95 00	2	0x27	0x95284F
00566cdf	alien_move(int)	CMP	CMP word ptr [ESI + 0x952832],0xf	66 83 BE 32 28 95 00 0F	3	0xA	0x952832
00566d22	alien_move(int)	CMP	CMP word ptr [ESI + 0x952832],0xf	66 83 BE 32 28 95 00 0F	3	0xA	0x952832
00566dec	alien_move(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00566e16	alien_move(int)	MOV	MOV CL,byte ptr [ESI + 0x95284d]	8A 8E 4D 28 95 00	2	0x25	0x95284D
00566e76	alien_move(int)	MOV	MOV CL,byte ptr [ESI + 0x95284e]	8A 8E 4E 28 95 00	2	0x26	0x95284E
00566e8a	alien_move(int)	CMP	CMP word ptr [ESI + 0x952832],0xe	66 83 BE 32 28 95 00 0E	3	0xA	0x952832
00566ead	alien_move(int)	MOV	MOV word ptr [ESI + 0x95283c],DX	66 89 96 3C 28 95 00	3	0x14	0x95283C
00566eb4	alien_move(int)	MOV	MOV word ptr [ESI + 0x952844],AX	66 89 86 44 28 95 00	3	0x1C	0x952844
00566ec5	alien_move(int)	MOVSX	MOVSX ECX,byte ptr [ESI + 0x952851]	0F BE 8E 51 28 95 00	3	0x29	0x952851
00566ecf	alien_move(int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952832]	0F BF 96 32 28 95 00	3	0xA	0x952832
00567369	alien_move(int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0056739d	alien_move(int)	MOV	MOV CX,word ptr [ECX + 0x952832]	66 8B 89 32 28 95 00	3	0xA	0x952832
0056741b	alien_move(int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
005674d0	alien_move(int)	MOV	MOV CL,byte ptr [EAX + 0x952836]	8A 88 36 28 95 00	2	0xE	0x952836
005674de	alien_move(int)	MOV	MOV AX,word ptr [EAX + 0x952832]	66 8B 80 32 28 95 00	3	0xA	0x952832
00567532	alien_move(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005675a6	alien_move(int)	MOV	MOV EAX,dword ptr [ECX + 0x95282c]	8B 81 2C 28 95 00	2	0x4	0x95282C
00567652	alien_move(int)	MOV	MOV AL,byte ptr [EBX + 0x952838]	8A 83 38 28 95 00	2	0x10	0x952838
005676c3	alien_move(int)	MOV	MOV CL,byte ptr [EBX + 0x952850]	8A 8B 50 28 95 00	2	0x28	0x952850
005676e9	alien_move(int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
005677af	alien_move(int)	MOV	MOV AL,byte ptr [EBX + 0x952850]	8A 83 50 28 95 00	2	0x28	0x952850
005677b9	alien_move(int)	MOV	MOV AL,byte ptr [EBX + 0x952838]	8A 83 38 28 95 00	2	0x10	0x952838
00567879	alien_move(int)	MOV	MOV byte ptr [EBX + 0x952839],0x58	C6 83 39 28 95 00 58	2	0x11	0x952839
00567896	alien_move(int)	MOV	MOV word ptr [EBX + 0x95283c],AX	66 89 83 3C 28 95 00	3	0x14	0x95283C
005678a9	alien_move(int)	MOV	MOV word ptr [EBX + 0x952844],AX	66 89 83 44 28 95 00	3	0x1C	0x952844
005678d8	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [ESI + 0x952839],0x18	80 BE 39 28 95 00 18	2	0x11	0x952839
005678e4	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95283c]	0F BF 8E 3C 28 95 00	3	0x14	0x95283C
005678f2	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952844]	0F BF 86 44 28 95 00	3	0x1C	0x952844
00567908	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00567932	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
00567966	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
005679b4	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
005679d7	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [EDX + 0x952838]	8A 8A 38 28 95 00	2	0x10	0x952838
005679fe	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
00567a2f	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00567a57	air_power(int,int,int,int_*,int_*)	MOV	MOV AL,byte ptr [ECX + 0x95284d]	8A 81 4D 28 95 00	2	0x25	0x95284D
00567a80	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00567aae	air_power(int,int,int,int_*,int_*)	MOV	MOV AL,byte ptr [EDX + 0x95284d]	8A 82 4D 28 95 00	2	0x25	0x95284D
00567ac6	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [EAX + 0x952839],0x18	80 B8 39 28 95 00 18	2	0x11	0x952839
00567ade	air_power(int,int,int,int_*,int_*)	MOV	MOV ECX,dword ptr [EDX + 0x95282c]	8B 8A 2C 28 95 00	2	0x4	0x95282C
00567aed	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [EDX + 0x95284e],0xb	80 BA 4E 28 95 00 0B	2	0x26	0x95284E
00567afa	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [EDX + 0x95284e],0xc	80 BA 4E 28 95 00 0C	2	0x26	0x95284E
00567b03	air_power(int,int,int,int_*,int_*)	MOV	MOV AL,byte ptr [EDX + 0x952838]	8A 82 38 28 95 00	2	0x10	0x952838
00567b2c	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [EDX + 0x95284e],0xa	80 BA 4E 28 95 00 0A	2	0x26	0x95284E
00567d10	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
00567d17	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952853],0x61	C6 81 53 28 95 00 61	2	0x2B	0x952853
00567d1e	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x95283c],AX	66 89 81 3C 28 95 00	3	0x14	0x95283C
00567d25	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x952844],DX	66 89 91 44 28 95 00	3	0x1C	0x952844
00567d2c	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00567d49	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00567e32	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
00567e39	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952853],0x63	C6 81 53 28 95 00 63	2	0x2B	0x952853
00567e54	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x95283c],DX	66 89 91 3C 28 95 00	3	0x14	0x95283C
00567e5b	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x952844],AX	66 89 81 44 28 95 00	3	0x1C	0x952844
00567e62	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00567e7f	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00567e93	air_power(int,int,int,int_*,int_*)	MOV	MOV ECX,dword ptr [ESI + 0x95282c]	8B 8E 2C 28 95 00	2	0x4	0x95282C
00567ead	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0056837f	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952839],0x18	C6 80 39 28 95 00 18	2	0x11	0x952839
00568386	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952853],0x4d	C6 80 53 28 95 00 4D	2	0x2B	0x952853
0056838d	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x95283c],CX	66 89 88 3C 28 95 00	3	0x14	0x95283C
00568394	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x952844],DX	66 89 90 44 28 95 00	3	0x1C	0x952844
0056839b	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
005683b5	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x95284d],0x0	C6 80 4D 28 95 00 00	2	0x25	0x95284D
005683e1	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
005683e8	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952853],0x6d	C6 81 53 28 95 00 6D	2	0x2B	0x952853
005683ef	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x95283c],DX	66 89 91 3C 28 95 00	3	0x14	0x95283C
005683f6	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x952844],BX	66 89 99 44 28 95 00	3	0x1C	0x952844
005683fd	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0056841a	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00568803	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952839],0x18	C6 80 39 28 95 00 18	2	0x11	0x952839
0056880a	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952853],0x4d	C6 80 53 28 95 00 4D	2	0x2B	0x952853
00568811	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x95283c],CX	66 89 88 3C 28 95 00	3	0x14	0x95283C
00568818	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x952844],DX	66 89 90 44 28 95 00	3	0x1C	0x952844
0056881f	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
00568839	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x95284d],0x0	C6 80 4D 28 95 00 00	2	0x25	0x95284D
0056885e	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
00568865	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952853],0x6d	C6 81 53 28 95 00 6D	2	0x2B	0x952853
0056886c	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x95283c],DX	66 89 91 3C 28 95 00	3	0x14	0x95283C
00568873	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x952844],BX	66 89 99 44 28 95 00	3	0x1C	0x952844
0056887a	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00568895	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00568915	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EDX + 0x952832]	0F BF 82 32 28 95 00	3	0xA	0x952832
0056894f	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [EBX + 0x952836]	8A 8B 36 28 95 00	2	0xE	0x952836
00568980	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x95282a]	0F BF 8B 2A 28 95 00	3	0x2	0x95282A
00568987	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952828]	0F BF 93 28 28 95 00	3	0x0	0x952828
00568997	air_power(int,int,int,int_*,int_*)	MOV	MOV AL,byte ptr [EBX + 0x952839]	8A 83 39 28 95 00	2	0x11	0x952839
005689af	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x95282a]	0F BF 8B 2A 28 95 00	3	0x2	0x95282A
005689c1	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952828]	0F BF 93 28 28 95 00	3	0x0	0x952828
005689eb	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952828]	0F BF 83 28 28 95 00	3	0x0	0x952828
00568a02	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDI,word ptr [EBX + 0x95282a]	0F BF BB 2A 28 95 00	3	0x2	0x95282A
00568a23	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952828]	0F BF 83 28 28 95 00	3	0x0	0x952828
00568a7e	air_power(int,int,int,int_*,int_*)	MOV	MOV DL,byte ptr [EBX + 0x952836]	8A 93 36 28 95 00	2	0xE	0x952836
00568a88	air_power(int,int,int,int_*,int_*)	MOV	MOV AX,word ptr [EBX + 0x952830]	66 8B 83 30 28 95 00	3	0x8	0x952830
00568a9d	air_power(int,int,int,int_*,int_*)	MOV	MOV AL,byte ptr [EBX + 0x95284f]	8A 83 4F 28 95 00	2	0x27	0x95284F
00568ad3	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00568b00	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x95282a]	0F BF 8B 2A 28 95 00	3	0x2	0x95282A
00568b07	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952828]	0F BF 93 28 28 95 00	3	0x0	0x952828
00568c7c	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x95282a]	0F BF 83 2A 28 95 00	3	0x2	0x95282A
00568c8a	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952828]	0F BF 8B 28 28 95 00	3	0x0	0x952828
00568cae	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x95282a]	0F BF 83 2A 28 95 00	3	0x2	0x95282A
00568cb5	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952828]	0F BF 8B 28 28 95 00	3	0x0	0x952828
00568d8f	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x95282a]	0F BF 8B 2A 28 95 00	3	0x2	0x95282A
00568d9b	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952828]	0F BF 8B 28 28 95 00	3	0x0	0x952828
00568e2d	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x95282a]	0F BF 93 2A 28 95 00	3	0x2	0x95282A
00568e40	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952828]	0F BF 8B 28 28 95 00	3	0x0	0x952828
00568f3a	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952828]	0F BF 83 28 28 95 00	3	0x0	0x952828
00568f47	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDI,word ptr [EBX + 0x95282a]	0F BF BB 2A 28 95 00	3	0x2	0x95282A
00568fa3	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952839],0x18	C6 80 39 28 95 00 18	2	0x11	0x952839
00568faa	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EAX + 0x952853],0x4d	C6 80 53 28 95 00 4D	2	0x2B	0x952853
00568fb1	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x95283c],DX	66 89 90 3C 28 95 00	3	0x14	0x95283C
00568fb8	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [EAX + 0x952844],CX	66 89 88 44 28 95 00	3	0x1C	0x952844
00568fbf	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
00568fd9	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00568ff7	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952828]	0F BF 93 28 28 95 00	3	0x0	0x952828
00568ffe	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x95282a]	0F BF 83 2A 28 95 00	3	0x2	0x95282A
00569005	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
0056900c	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x952853],0x6d	C6 81 53 28 95 00 6D	2	0x2B	0x952853
00569013	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x95283c],DX	66 89 91 3C 28 95 00	3	0x14	0x95283C
0056901a	air_power(int,int,int,int_*,int_*)	MOV	MOV word ptr [ECX + 0x952844],AX	66 89 81 44 28 95 00	3	0x1C	0x952844
00569021	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00569038	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [ECX + 0x95284d],0x0	C6 81 4D 28 95 00 00	2	0x25	0x95284D
00569057	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [EDI + 0x952839],0x18	80 BF 39 28 95 00 18	2	0x11	0x952839
00569064	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952844]	0F BF 87 44 28 95 00	3	0x1C	0x952844
00569072	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EDI + 0x95283c]	0F BF 8F 3C 28 95 00	3	0x14	0x95283C
005690af	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952844]	0F BF 8F 44 28 95 00	3	0x1C	0x952844
005690b8	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
005690bf	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x95284f],0x0	C6 87 4F 28 95 00 00	2	0x27	0x95284F
005690ed	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
005690f4	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00569186	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [EDI + 0x95283c]	0F BF 8F 3C 28 95 00	3	0x14	0x95283C
005691ab	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952844]	0F BF 87 44 28 95 00	3	0x1C	0x952844
00569223	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x95284f],0x0	C6 87 4F 28 95 00 00	2	0x27	0x95284F
0056923b	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x952851],BL	88 9F 51 28 95 00	2	0x29	0x952851
0056924d	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
00569397	air_power(int,int,int,int_*,int_*)	MOV	MOV byte ptr [EDX + 0x95284f],0x0	C6 82 4F 28 95 00 00	2	0x27	0x95284F
005693be	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
005693dc	air_power(int,int,int,int_*,int_*)	CMP	CMP byte ptr [ESI + 0x95284e],0xc	80 BE 4E 28 95 00 0C	2	0x26	0x95284E
00569424	air_power(int,int,int,int_*,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
00569435	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0056946f	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95282a]	0F BF 96 2A 28 95 00	3	0x2	0x95282A
0056947b	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
005694eb	air_power(int,int,int,int_*,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
00569521	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00569564	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
0056956d	air_power(int,int,int,int_*,int_*)	MOVSX	MOVSX EBX,word ptr [ESI + 0x95282a]	0F BF 9E 2A 28 95 00	3	0x2	0x95282A
